amp,freq
0.3376342194664544,2.8009605051576037e-05
0.33655995822052925,0.0003081056555673364
0.33303428754554043,0.0005882017060830967
0.32493607601894897,0.0008682977565988571
0.3078801681639422,0.0011483938071146175
0.2747206964458713,0.001428489857630378
0.21876577686504173,0.0017085859081461385
0.14456965213642817,0.001988681958661899
0.08104870924660527,0.0022687780091776594
0.08672502058877743,0.00254887405969342
0.13892645896437256,0.0028289701102091804
0.19221608073284097,0.003109066160724941
0.23521797924012117,0.0033891622112407014
0.26273742882377416,0.003669258261756462
0.2735440218254016,0.003949354312272222
0.2693873336277587,0.004229450362787983
0.2525141417714813,0.004509546413303743
0.22500175537794603,0.004789642463819504
0.18924531411223872,0.005069738514335264
0.14759132734620634,0.005349834564851025
0.10197418764706268,0.005629930615366785
0.05641587295917133,0.005910026665882546
0.03368143561119499,0.006190122716398306
0.06204362254464264,0.006470218766914067
0.09673278023471751,0.006750314817429827
0.1236147477504642,0.007030410867945588
0.14122299515268583,0.007310506918461348
0.14992055532026183,0.007590602968977109
0.14982439637717798,0.00787069901949287
0.14079339660766235,0.00815079507000863
0.12373494242960047,0.00843089112052439
0.10280459710561139,0.00871098717104015
0.08784618745488984,0.008991083221555911
0.09054191706650118,0.009271179272071672
0.10951028184008979,0.009551275322587432
0.13415424819823973,0.009831371373103193
0.1578492782090368,0.010111467423618953
0.17771313147080955,0.010391563474134714
0.1915143772380764,0.010671659524650474
0.1965887845895305,0.010951755575166235
0.19041404062995687,0.011231851625681995
0.17166405061344683,0.011511947676197756
0.14089419766050976,0.011792043726713516
0.1004354426316669,0.012072139777229277
0.053757448351680705,0.012352235827745037
0.014979981371912915,0.012632331878260798
0.055979060640009765,0.012912427928776558
0.10796928125164176,0.013192523979292319
0.15682603077750254,0.013472620029808079
0.1988668961225344,0.01375271608032384
0.2313370573595446,0.0140328121308396
0.252319513636658,0.01431290818135536
0.2606321816158163,0.014593004231871121
0.2557831228995538,0.014873100282386881
0.23797301333801102,0.015153196332902642
0.20822818098521415,0.015433292383418402
0.16918199385759491,0.01571338843393416
0.1273620068495729,0.01599348448444992
0.09831500125571062,0.01627358053496568
0.10390254193610397,0.016553676585481437
0.13835129853842892,0.016833772635997196
0.1801389911137111,0.017113868686512955
0.21833815039721718,0.017393964737028714
0.24828335181289835,0.017674060787544472
0.2672791436058384,0.01795415683806023
0.27333025957905993,0.01823425288857599
0.26524773200069485,0.01851434893909175
0.2434294984552371,0.018794444989607507
0.21067650976988672,0.019074541040123266
0.17252983520067275,0.019354637090639025
0.13742175361161754,0.019634733141154784
0.11680236863505505,0.019914829191670542
0.11971339163491992,0.0201949252421863
0.14162889900836537,0.02047502129270206
0.17053591550010122,0.02075511734321782
0.19747515050430112,0.021035213393733578
0.21699354003727991,0.021315309444249336
0.22595248715606583,0.021595405494765095
0.22331979293069906,0.021875501545280854
0.21013849558755637,0.022155597595796613
0.18910162940412145,0.02243569364631237
0.16384109985966977,0.02271578969682813
0.13832667599994664,0.02299588574734389
0.11648323371277522,0.023275981797859648
0.10154615497171436,0.023556077848375406
0.09452575447079005,0.023836173898891165
0.09295646193706342,0.024116269949406924
0.09227720858991162,0.024396365999922683
0.08842584645978825,0.02467646205043844
0.07916019655239859,0.0249565581009542
0.06459519024218942,0.02523665415146996
0.049158408605692705,0.025516750201985718
0.04707711975399401,0.025796846252501476
0.06887598554801562,0.026076942303017235
0.10324732039166186,0.026357038353532994
0.14058257898973087,0.026637134404048753
0.1759734136656092,0.02691723045456451
0.20646114138544458,0.02719732650508027
0.23029665110234676,0.02747742255559603
0.24659973663674364,0.027757518606111788
0.25498639393872535,0.028037614656627546
0.2552877838236914,0.028317710707143305
0.2475426436985256,0.028597806757659064
0.23220121018605813,0.028877902808174823
0.21027137536785548,0.02915799885869058
0.18322861167886229,0.02943809490920634
0.15275818382924086,0.0297181909597221
0.12051527577974049,0.029998287010237858
