amp,frequency,phase,const,period,e_amp,e_frequency,e_phase,tic,stopcrit
554.6668897508679,8.144545980317671,-0.4355082841480986,0.0,0.1227815525158341,1.931295504704084,5.376918887320533e-06,0.0034819015527888,38515566,32.68814129332711
279.2368238393547,7.946247425306244,-0.0956269003895842,0.0,0.1258455653942163,1.931295504704084,1.0680535735460718e-05,0.0069163353104716,38515566,38.84128541363008
60.80232527218447,0.6120506023567945,-0.286396732306686,0.0,1.6338518353700608,1.931295504704084,4.905073716049392e-05,0.0317635139126431,38515566,10.597848094994186
47.082931055062936,0.6821087865276328,0.295616585506843,0.0,1.4660418099737953,1.931295504704084,6.334352617480202e-05,0.0410190160516017,38515566,8.729942573534382
43.94525660336684,16.090831799216616,0.3479409993999508,0.0,0.0621471911755789,1.931295504704084,6.78662296272559e-05,0.0439477580512322,38515566,29.51221916673591
40.47835268173493,0.6519978865809347,0.4438124988249477,0.0,1.5337473028386368,1.931295504704084,7.367885988647276e-05,0.0477118108014198,38515566,8.423821126865452
39.62600643268126,0.6664486749272479,-0.3973406712940537,0.0,1.5004906418474968,1.931295504704084,7.526367515079858e-05,0.0487380808355005,38515566,7.655487621105117
37.144972325351695,0.5989077644577545,0.3990075419565153,0.0,1.669706187404985,1.931295504704084,8.029078200812846e-05,0.0519934565514795,38515566,7.303633600881765
30.041553829411715,8.11304917437381,-0.1238388497724829,0.0,0.1232582199992869,1.931295504704084,9.927578621958316e-05,0.064287470470761,38515566,14.187259300370645
28.20885776136149,16.289115415429478,0.0023728846986664,0.0,0.0613906878609733,1.931295504704084,0.0001057256164323,0.0684641512620704,38515566,29.482567186700248
26.554127125929664,0.637875438633741,-0.1005165646840297,0.0,1.5677041933796512,1.931295504704084,0.000112313948846,0.0727305211557191,38515566,6.196731199153419
26.17338120902913,0.0706069325504813,0.2513031696652835,0.0,14.162915224861772,1.931295504704084,0.0001139477873284,0.0737885368833369,38515566,5.369807594799077
25.85693283267975,0.7154417512024457,-0.1005328469728924,0.0,1.3977378288578997,1.931295504704084,0.000115342329849,0.0746915930517165,38515566,6.0096833173639
24.273243314591628,0.5874054845350031,0.396054106676012,0.0,1.702401537485833,1.931295504704084,0.0001228677534773,0.0795647899077048,38515566,5.457021335653553
18.285638829604427,0.5761973545393737,0.309020957532603,0.0,1.7355164721285896,1.931295504704084,0.000163100611549,0.1056181587474712,38515566,4.411074426639463
17.35653629373863,0.2793351860481297,-0.4552411682684933,0.0,3.579928522959865,1.931295504704084,0.000171831454456,0.1112719422826776,38515566,4.009312449419235
17.230570320791525,0.6986436006964309,0.3204751387586062,0.0,1.4313449647333305,1.931295504704084,0.000173087647138,0.1120854080130857,38515566,4.1969795359666335
16.550489159736,0.7690507462686444,0.2342581205661332,0.0,1.3003043100236202,1.931295504704084,0.0001802000440523,0.1166911434498586,38515566,4.577807203577458
14.879146291505576,0.5541488710606242,0.2402761696867929,0.0,1.804569227193462,1.931295504704084,0.0002004415318757,0.1297988114954317,38515566,3.6993703631183616
