amp,frequency,phase,const,period,e_amp,e_frequency,e_phase,tic,stopcrit
10.068573034531948,2.1784672087792694,-0.2766146468128699,0.0,0.4590383531916288,0.0656231358004864,1.0064838124800286e-05,0.006517620279996,349832567,23.07626813200504
5.941059520097691,2.1668816699088707,0.4645683539485864,0.0,0.4614926665755844,0.0656231358004864,1.705732073504406e-05,0.0110456957346569,349832567,18.72504985729765
3.665622997150386,2.2037654840618384,0.3986154323754599,0.0,0.4537687912948271,0.0656231358004864,2.764565745551921e-05,0.0179023145182963,349832567,13.301017699161552
3.214028810167392,2.1556987610249574,0.1906767058881647,0.0,0.4638867072153142,0.0656231358004864,3.153007136081502e-05,0.0204177185944604,349832567,11.987103273285909
3.0498000946023285,4.3547076065845385,0.0668844445883683,0.0,0.2296365428732687,0.0656231358004864,3.322793448647559e-05,0.0215171925257098,349832567,24.21344960293668
2.7128593508244068,2.357345920257415,0.3926874800133322,0.0,0.4242058797593876,0.0656231358004864,3.735488819554822e-05,0.0241896564893953,349832567,11.303222653491796
2.452034254400628,2.1161088648608795,0.2488573425211608,0.0,0.4725654793123054,0.0656231358004864,4.132836136298769e-05,0.0267627320795839,349832567,11.13793002438949
2.2271774752740563,1.9975722162826213,0.1827004959550253,0.0,0.5006076835915091,0.0656231358004864,4.550089019188892e-05,0.029464708820482,349832567,11.447174437925884
1.9637782813784408,2.2173378182856216,-0.1993451833724708,0.0,0.4509912705918531,0.0656231358004864,5.160386928668971e-05,0.033416774400022,349832567,10.993588218898052
1.889899797035588,2.1253408306858748,0.057795021566221,0.0,0.4705127693224089,0.0656231358004864,5.362112737365672e-05,0.0347230768019658,349832567,11.022823535902582
1.7267975450045197,4.405103962540768,-0.4612436513597566,0.0,0.2270093983033312,0.0656231358004864,5.868583612100746e-05,0.0380027965584782,349832567,18.92712590964401
1.1337985668938966,1.9672852243113736,0.0181373761883909,0.0,0.5083147007064209,0.0656231358004864,8.937968409848654e-05,0.0578790075385829,349832567,7.40536256162249
1.113601023937132,1.9504578198174565,0.3466801052868739,0.0,0.5127001413922349,0.0656231358004864,9.10007763660374e-05,0.0589287674758739,349832567,7.781916869708938
0.9852192518516332,2.2970378794288004,-0.2497597777986208,0.0,0.4353432779474528,0.0656231358004864,0.0001028588890745,0.0666076466503811,349832567,7.873300223553435
0.9198193134266656,2.404543225153496,0.1857780425805762,0.0,0.4158794025988716,0.0656231358004864,0.0001101722438973,0.0713435071894892,349832567,7.474377064015437
0.9159779220417618,2.3158894640127023,0.1562799764026686,0.0,0.4317995377323911,0.0656231358004864,0.0001106342798245,0.0716427047217569,349832567,7.25875481931641
0.8257020356130567,0.0085060250895035,-0.3701814667712225,0.0,117.56372565065712,0.0656231358004864,0.0001227301779207,0.0794755649981695,349832567,4.9736596228243855
0.7565767070165614,2.0153945219480143,0.3055118511084955,0.0,0.4961807671450018,0.0656231358004864,0.0001339435338155,0.0867369232913086,349832567,6.201419162794799
0.7212205671848262,4.032833903720907,0.0874393186350964,0.0,0.2479645886425788,0.0656231358004864,0.0001405098001237,0.0909889966902029,349832567,9.868915907837984
0.7203055506694693,4.193743482821363,-0.1152475235826247,0.0,0.2384504450728218,0.0656231358004864,0.0001406882921367,0.0911045815758252,349832567,9.578687858564148
0.6696575263051076,0.0430044698482629,0.2772218015115541,0.0,23.253396763834136,0.0656231358004864,0.0001513289312216,0.0979950694537365,349832567,4.3704219035348135
0.6650413255964265,2.0646578153126978,-0.2391222089805517,0.0,0.4843417599678847,0.0656231358004864,0.0001523793392078,0.0986752751667482,349832567,6.060994995548287
0.6595171522953459,0.4157365959912333,-0.089466097652731,0.0,2.4053691920378526,0.0656231358004864,0.000153655681869,0.0995017878945155,349832567,4.404372317087165
0.6160278874047055,0.0839742220915402,0.3522854556594893,0.0,11.908416357937812,0.0656231358004864,0.0001645031983328,0.1065262419806242,349832567,4.10205343361409
0.6019151388584683,2.2623754329853947,0.2787893165580152,0.0,0.4420132863096095,0.0656231358004864,0.0001683602076074,0.1090238998223913,349832567,5.8209548719231
0.5651304602043732,0.2939927653779403,0.2274534943111099,0.0,3.401444245454329,0.0656231358004864,0.0001793188739174,0.1161203304751163,349832567,3.879625169537324
